"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
948,US,167-230-420-412-539,2015-02-24,US 201213619239 A,2012-09-14,Propylene based resin composition and use thereof,HOYA HIROSHI;;NODA KIMINORI;;INOUE NORIHIDE;;UEHARA HIROSHI;;SHIBA EIJI;;YAMAGUCHI MASAYOSHI;;KAWAMOTO MANABU;;YAMASHITA AKIRA;;MITSUI CHEMICALS INC,,101,1,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08L23/14;;B32B1/00;;B32B15/085;;B32B27/32;;C08L23/08;;C08L23/10;;C08L23/12;;C08L23/16;;C08L53/02;;H01L31/048,136/251;;428/220;;428/461;;428/523;;525/240
949,US,057-593-257-594-313,2016-05-05,US 201514931998 A,2015-11-04,PROPYLENE BASED RESIN COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC,,1,4,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08J9/00;;A43B13/04;;A43B13/12;;A43B17/00;;B32B1/00;;B32B5/18;;B32B9/02;;B32B25/00;;B32B27/06;;B32B27/32;;B32B27/40,
950,JP,036-962-169-532-330,2009-05-21,JP 2007284236 A,2007-10-31,BINDER FOR ELECTROCHEMICAL CELL,MITSUI CHEMICALS INC,,12,19,Y02E60/10;;Y02E60/13,H01M4/62;;C08L23/26;;H01G11/22;;H01G11/38,
951,US,161-524-233-213-177,2013-01-10,US 201213619001 A,2012-09-14,PROPYLENE BASED RESIN COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC;;HOYA HIROSHI;;NODA KIMINORI;;INOUE NORIHIDE;;UEHARA HIROSHI;;SHIBA EIJI;;YAMAGUCHI MASAYOSHI;;KAWAMOTO MANABU;;YAMASHITA AKIRA,,3,9,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08L23/14;;B32B1/00;;B32B1/08;;C08L23/12;;C08L23/20;;C08L53/00,428/36.92;;525/240;;525/88
952,WO,175-750-523-599-235,2002-03-28,JP 0108143 W,2001-09-19,MULTILAYERED 4-METHYL-1-PENTENE COPOLYMER FILM AND PROCESS FOR PRODUCING THE SAME,MITSUI CHEMICALS INC;;NAKAHARA TAKASHI;;IMUTA SHINICHI;;SHIGEMOTO HIROMI,,4,2,B32B27/32;;B32B33/00;;B32B2038/0028;;B32B2307/748;;B32B2457/08;;H05K3/4611;;Y10T428/31913;;B32B27/32;;B32B7/12;;B32B27/08;;B32B33/00;;B32B2038/0028;;B32B2307/748;;B32B2323/04;;B32B2323/10;;B32B2457/08;;H05K3/4611;;Y10T428/31913,B32B27/32;;B32B33/00;;H05K3/46,
953,US,052-036-268-861-639,2013-01-10,US 201213619239 A,2012-09-14,PROPYLENE BASED RESIN COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC;;HOYA HIROSHI;;NODA KIMINORI;;INOUE NORIHIDE;;UEHARA HIROSHI;;SHIBA EIJI;;YAMAGUCHI MASAYOSHI;;KAWAMOTO MANABU;;YAMASHITA AKIRA,,2,4,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08L23/14;;B32B1/00;;B32B15/085;;B32B27/32,428/220;;525/240;;428/461;;428/523
954,JP,015-472-818-777-319,2020-07-27,JP 2019234236 A,2019-12-25,ADHESIVE RESIN COMPOSITION AND LAMINATE,MITSUI CHEMICALS INC,,4,3,,C09J123/10;;B32B27/32;;B65D65/40;;C09J123/04;;C09J123/20;;C09J123/26,
955,CN,113-744-923-791-699,2021-07-23,CN 202080006836 A,2020-01-06,ADHESIVE RESIN COMPOSITION AND LAYERED BODY,MITSU CHEMICALS INC,,4,0,B32B7/12;;B32B7/02;;B32B27/08;;B32B27/20;;B32B27/28;;B32B27/285;;B32B27/286;;B32B27/288;;B32B27/30;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/308;;B32B27/32;;B32B27/322;;B32B27/34;;B32B27/36;;B32B27/365;;B32B27/40;;B32B27/42;;B32B2250/02;;B32B2250/03;;B32B2250/04;;B32B2250/05;;B32B2250/24;;B32B2270/00;;B32B2307/518;;B32B2307/72;;B32B2307/7244;;B32B2307/732;;B32B2307/748;;B32B2439/46;;B32B2439/70;;C08L2205/035;;C09J123/14,B32B27/30;;B32B27/32;;B32B27/36;;B65D65/40;;C08L23/10;;C09J123/12;;C09J123/20;;C09J123/26,
956,WO,073-190-842-550-729,2023-06-29,JP 2022047293 W,2022-12-22,THERMOPLASTIC ELASTOMER COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC,,8,0,C08L23/12;;C08L23/04;;C08L23/16;;F16L11/04,C08L23/04;;C08L23/12;;C08L23/16;;F16L11/04,
957,JP,017-221-042-372-061,2005-10-06,JP 2004085801 A,2004-03-23,ADHESIVE COMPOSITION FOR LAMINATE STEEL PLATE,MITSUI CHEMICALS INC,,5,0,,B32B15/085;;B32B15/08;;C09J151/04,
958,US,184-434-411-528-610,2015-02-03,US 201213619001 A,2012-09-14,Propylene based resin composition and use thereof,HOYA HIROSHI;;NODA KIMINORI;;INOUE NORIHIDE;;UEHARA HIROSHI;;SHIBA EIJI;;YAMAGUCHI MASAYOSHI;;KAWAMOTO MANABU;;YAMASHITA AKIRA;;MITSUI CHEMICALS INC,,102,2,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08L23/14;;B32B1/00;;B32B1/08;;C08L23/08;;C08L23/10;;C08L23/12;;C08L23/16;;C08L23/20;;C08L53/00;;C08L53/02;;H01L31/048,136/251;;428/36.92;;525/88;;525/240
959,WO,061-505-378-407-803,2016-09-15,JP 2016057462 W,2016-03-09,"NONWOVEN FABRIC LAMINATE, STRETCHABLE NONWOVEN FABRIC LAMINATE, FIBER ARTICLE, ABSORBENT ARTICLE, AND SANITARY MASK",MITSUI CHEMICALS INC,,9,8,D04H3/007;;A41D13/11;;B32B5/022;;B32B5/267;;B32B2250/20;;B32B2262/0253;;B32B2262/124;;B32B2307/54;;B32B2307/718;;B32B2555/00;;D04H3/16;;D04H3/007;;A41D13/11;;A61F13/15;;A61F13/47;;A61F13/49007;;A62B18/02;;B32B5/022;;B32B5/267;;B32B2250/20;;B32B2262/0253;;B32B2262/124;;B32B2307/54;;B32B2307/718;;B32B2555/00;;D04H3/16;;A61F13/15;;A41D13/11;;A61F13/47;;A61F13/49007;;B32B5/022;;B32B5/26;;B32B2262/0253;;B32B2307/726;;B32B2555/02;;D04H3/007;;D04H3/16,D04H3/007;;A41D13/11;;A61F13/15;;A62B18/02;;B32B5/26;;D04H3/16,
960,US,075-418-180-827-573,2012-12-25,US 64298306 A,2006-12-21,Propylene resin composition and use thereof,HOYA HIROSHI;;NODA KIMINORI;;INOUE NORIHIDE;;UEHARA HIROSHI;;SHIBA EIJI;;YAMAGUCHI MASAYOSHI;;KAWAMOTO MANABU;;YAMASHITA AKIRA;;MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2007-03-06),101,18,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,B32B1/00;;C08G63/48;;C08L53/00,136/251;;136/252;;136/256;;X174110 SR;;X174137 B;;521/140;;521/150;;525/90
961,US,024-387-155-545-110,2005-07-05,US 3038302 A,2002-01-10,Ethylene copolymer and ethylene/alpha-olefin copolymer composition and propylene polymer composition both containing the ethylene copolymer,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2001-12-10),16,5,C08F210/02;;C08L23/04;;C08L23/08;;C08L23/0815;;C08L23/0823;;C08L23/10;;C08L2203/02;;Y10S526/916;;C08F210/16;;C08F210/02;;C08F210/06;;C08L23/0815;;C08L23/0823;;C08L23/08;;C08L23/14;;C08L23/04;;C08L23/0823;;C08F210/02;;C08L23/0815;;C08L23/08;;C08L23/10;;C08L2203/02;;Y10S526/916,C08F210/02;;C08L23/04;;C08L23/08;;C08L23/10,526/281;;526/283;;526/308;;526/348;;526/916
962,CN,115-999-490-886-111,2017-11-28,CN 201680014157 A,2016-03-09,"Nonwoven fabric laminate, stretchable nonwoven fabric laminate, fiber article, absorbent article, and sanitary mask",MITSUI CHEMICALS INC,,6,7,D04H3/007;;A41D13/11;;B32B5/022;;B32B5/267;;B32B2250/20;;B32B2262/0253;;B32B2262/124;;B32B2307/54;;B32B2307/718;;B32B2555/00;;D04H3/16;;D04H3/007;;A41D13/11;;A61F13/15;;A61F13/47;;A61F13/49007;;A62B18/02;;B32B5/022;;B32B5/267;;B32B2250/20;;B32B2262/0253;;B32B2262/124;;B32B2307/54;;B32B2307/718;;B32B2555/00;;D04H3/16;;A61F13/15;;A41D13/11;;A61F13/47;;A61F13/49007;;B32B5/022;;B32B5/26;;B32B2262/0253;;B32B2307/726;;B32B2555/02;;D04H3/007;;D04H3/16,D04H3/007;;A41D13/11;;A61F13/15;;A62B18/02;;B32B5/26;;D04H3/16,
963,JP,147-836-397-040-183,1999-07-27,JP 171798 A,1998-01-07,ELASTOMER COMPOSITION AND THERMOPLASTIC RESIN COMPOSITION CONTAINING SAME,MITSUI CHEMICALS INC,,0,0,,C08K3/00;;C08L23/08;;C08L23/10;;C08L23/20;;C08L25/04;;C08L53/00;;C08L53/02;;C08L101/00,
964,CN,180-055-161-004-48X,2012-08-29,CN 200880002246 A,2008-01-17,"Propylene homopolymer for stress-resistant molded object, composition containing the polymer, and stress-resistant molded object obtained from the same",PRIME POLYMER CO LTD;;MITSU CHEMICALS INC,,0,0,C08F110/06;;C08F4/65912;;C08F4/65916;;C08K7/14;;C08L23/12;;C08L23/16;;C08F110/06;;C08F4/65912;;C08F4/65916;;C08K7/14;;C08L23/12;;C08L23/16,C08F110/06;;C08K7/02;;C08L21/00;;C08L23/12,
965,WO,179-981-217-898-441,2002-09-19,JP 0202357 W,2002-03-13,THERMOPLASTIC OLEFIN ELASTOMER COMPOSITION,MITSUI CHEMICALS INC;;KOBAYASHI KYOKO;;ITOU YUICHI;;ONOGI TAKAYUKI;;UCHIYAMA AKIRA,,3,0,C08L23/10;;C08L23/142;;C08L23/16;;C08L91/00;;C08L2207/04;;C08L23/14;;C08L23/16;;C08L23/10;;C08L23/142;;C08L23/16;;C08L91/00;;C08L2207/04,C08L23/10;;C08L23/14;;C08L23/16;;C08L91/00,
966,JP,023-824-568-557-407,1999-10-26,JP 9356398 A,1998-04-06,BACK SHEET MATERIAL FOR ABSORPTIVE ARTICLE,MITSUI CHEMICALS INC,,0,16,,A61F13/49;;A61F13/15;;A61F13/514;;B32B5/26;;B32B27/32;;D04H3/16,
967,JP,146-942-865-626-306,2019-05-09,JP 2019005093 A,2019-01-16,"NONWOVEN FABRIC LAMINATE, STRETCHABLE NONWOVEN FABRIC LAMINATE, FIBER PRODUCT, ABSORBENT ARTICLE, AND SANITARY MASK",MITSUI CHEMICALS INC,,4,3,D04H3/007;;D04H3/16;;D04H3/009;;D04H3/016;;B32B7/12;;B32B5/024;;B32B5/262;;B32B2262/0261;;B32B5/2795;;B32B5/267;;B32B5/026;;B32B2264/0292;;B32B2307/718;;B32B2262/0276;;B32B2571/00;;B32B5/08;;B32B5/022;;B32B2262/0292;;B32B2307/724;;B32B2262/124;;B32B2555/02;;B32B2262/0253;;B32B2250/20;;A41D13/11;;A61F13/15;;A62B18/02;;B32B5/26;;D04H3/007;;D04H3/16;;D04H3/009;;D04H3/016;;B32B5/024;;B32B5/262;;B32B5/2795;;B32B5/267;;B32B5/026;;B32B5/08;;B32B5/022;;B32B2262/0261;;B32B2264/0292;;B32B2307/718;;B32B2262/0276;;B32B2571/00;;B32B2262/0292;;B32B2307/724;;B32B2262/124;;B32B2555/02;;B32B2262/0253;;B32B2250/20;;B32B5/26;;D04H3/007;;A41D13/11;;A61F13/15;;A62B18/02;;D04H3/16;;B32B5/022;;B32B5/04;;B32B2262/0253;;B32B2262/12;;B32B2262/14;;B32B2555/02;;D01F6/06;;D04H1/4291;;D04H3/153,D04H3/16;;A41D13/11;;A61F13/51;;A61F13/511;;B32B5/26;;B32B27/32;;D04H3/007;;D04H3/153,
968,JP,153-899-797-679-854,2004-09-24,JP 2003055554 A,2003-03-03,RETAINER FOR AIR BAG,MITSUI CHEMICALS INC;;TOYOTA AUTO BODY CO LTD,,5,0,,B60K37/00;;B60R21/20;;B60R21/215;;C08K3/00;;C08L23/08;;C08L53/00,
969,JP,085-662-582-403-965,1999-09-14,JP 4812098 A,1998-02-27,NONWOVEN FABRIC FOR MEDICAL USE,MITSUI CHEMICALS INC,,0,12,,A61B46/00;;B32B5/26;;D04H3/14;;D04H3/16,
970,JP,023-700-861-357-08X,2010-02-04,JP 2008187644 A,2008-07-18,"THERMOPLASTIC ELASTOMER COMPOSITION FOR FOAMING, MOLDED FOAM OBTAINED THEREFROM, MOLDED COMPOSITE OBTAINED THEREFROM AND INSTRUMENT PANEL FOR AUTOMOBILE",MITSUI CHEMICALS INC,,4,6,,C08J9/04,
971,US,145-268-276-553-614,2016-03-03,US 201514931992 A,2015-11-04,PROPYLENE BASED RESIN COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC,,0,7,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08L23/26;;B32B1/00;;C08L25/04,
972,US,002-709-351-421-984,2013-01-17,US 201213619135 A,2012-09-14,PROPYLENE BASED RESIN COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC;;HOYA HIROSHI;;NODA KIMINORI;;INOUE NORIHIDE;;UEHARA HIROSHI;;SHIBA EIJI;;YAMAGUCHI MASAYOSHI;;KAWAMOTO MANABU;;YAMASHITA AKIRA,,2,5,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,B32B27/08;;B32B1/00;;B32B7/02,428/212;;428/516
973,JP,160-357-449-463-309,2010-10-14,JP 2009289411 A,2009-12-21,"SYNDIOTACTIC PROPYLENE POLYMER COMPOSITION, MOLDED ARTICLE AND LAMINATED SHEET",MITSUI CHEMICALS INC,,0,0,C08L23/0861;;B29K2023/12;;C08L23/08;;C08L23/10;;C08L23/142;;C08L2205/02;;Y10T156/10;;C08L23/0861;;B29K2023/12;;C08L23/08;;C08L23/10;;C08L23/142;;C08L2205/02;;Y10T156/10,C08L23/10;;B29C43/24;;B29K23/00;;B29L7/00;;C08L23/04,
974,EP,177-860-678-575-692,2007-08-22,EP 05809773 A,2005-11-25,PROPYLENE RESIN COMPOSITION AND USE THEREOF,MITSUI CHEMICALS INC,,0,59,B32B27/06;;C08L23/0815;;C08L23/0853;;C08L23/12;;C08L23/14;;C08L53/00;;B32B27/08;;B32B27/32;;C08L2201/10;;C08L2201/08;;C08L2203/16;;C08L2203/204;;C08L2203/206;;C08L2205/025;;C08L2205/035;;C08L2205/03;;H10F19/804;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/12;;Y02E10/50;;H10F19/804;;C08L23/10;;C08L25/04;;C08L23/16;;Y10T428/24942;;Y10T428/1397;;Y10T428/31938;;Y10T428/31692;;Y10T428/31913;;Y10T442/60;;C08L23/0815;;C08L23/10;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/02;;C08L2205/02;;C08F210/06;;C08F8/46;;H10F19/804;;C08L23/12;;C08J5/18;;C08J2323/12;;C08J2323/14;;C08J2423/12;;C08J2423/14;;C08L23/26;;C08L25/04;;A43B13/04;;A43B13/12;;A43B17/006;;B32B5/18;;B32B9/025;;B32B25/00;;B32B27/065;;B32B27/32;;B32B27/40;;B32B2250/02;;B32B2437/02;;C08J9/0061;;C08J2323/08,C08L23/10;;B32B1/00;;C08L23/12;;C08L53/02,
975,WO,171-808-598-284-522,2023-06-08,JP 2022044519 W,2022-12-02,"OLEFIN RESIN, METHOD FOR MANUFACTURING SAME, AND APPLICATION FOR SAME",MITSUI CHEMICALS INC,,5,0,C08L23/10;;C08F290/04;;C08F255/02;;C08F4/6592;;C08F4/64;;C08F10/06;;C08L23/04,C08F255/02;;C08F4/64;;C08F4/6592;;C08F10/06;;C08F290/04;;C08L23/04;;C08L23/10,
