"#",Lens ID,Title,Applicants
11028,067-873-717-370-257,SUSTAINED RELEASE BIODEGRADABLE INTRACANALICULAR INSERTS COMPRISING A HYDROGEL AND CYCLOSPORINE,OCULAR THERAPEUTIX INC
11029,016-741-690-194-147,BONE IMPLANT HOLDING AND SHAPING TRAY,WARSAW ORTHOPEDIC INC
11030,126-014-970-771-188,ENGINEERED EXRACELLULAR VESICLES WITH TAILORED TROPISM,OHIO STATE INNOVATION FOUNDATION
11031,179-170-941-185-03X,METHODS AND USES RELATING TO THE COMBUSTION OF GASOLINE FUEL COMPOSITIONS IN A DIRECT INJECTION SPARK IGNITION ENGINE,INNOSPEC LTD
11032,094-149-819-207-76X,Breathing biofeedback device,LEVIN ORNA
11033,030-012-091-957-648,Application Of Hair-Coloring Compositions,APPLIMIND LTD
11034,068-044-641-481-214,HYDROPONICS SYSTEM,AQUATREE GLOBAL LLC
11035,149-022-898-075-624,SYSTEM AND METHOD FOR SPECTROSCOPIC DETERMINATION OF A CHEMOMETRIC MODEL FROM SAMPLE SCANS,THERMO SCIENT PORTABLE ANALYTICAL INSTRUMENTS INC
11036,149-510-506-890-797,HOT-FILLABLE PLASTIC CONTAINER,CO2PAC LIMITED
11037,005-032-643-411-136,THREE-DIMENSIONAL MEMORY DEVICE WITH SOURCE CONTACT LAYER HAVING HORIZONTALLY AND VERTICALLY EXTENDING PORTIONS AND METHODS OF FORMING THE SAME,"WESTERN DIGITAL TECHNOLOGIES, INC.,"
11038,083-384-044-004-860,Lithium secondary battery,NGK INSULATORS LTD
11039,199-179-062-806-22X,A CELL MEDIATED IMMUNE RESPONSE ASSAY WITH ENHANCED SENSITIVITY,QIAGEN AUSTRALIA HOLDING PTY LTD
11040,089-039-941-421-358,"BOOKLET MANUFACTURING APPARATUS, IMAGE FORMING SYSTEM AND IMAGE FORMING APPARATUS",CANON KK
11041,102-843-604-604-838,NEW HIGH-EFFICIENCY ANTIMICROBIAL COMPOSITION,CMD COAT SA
11042,119-560-365-066-522,Compositions for stimulation of mammalian innate immune resistance to pathogens,UNIV TEXAS
11043,182-015-998-787-961,Plenum chamber insert for patient interface,RESMED PTY LTD
11044,036-936-583-351-165,Bimodal polyethylene-based composition,DOW GLOBAL TECHNOLOGIES LLC
11045,105-376-037-986-372,"EMM-41 COMPOSITION, METHODS OF MAKING AND USES THEREOF",EXXONMOBIL TECHNOLOGY & ENGINEERING COMPANY
11046,118-957-511-609-396,DEFIBRILLATION ASSEMBLY ENERGIZABLE THROUGH PAD REMOVAL,BARDY TECH INC
11047,032-429-809-556-381,Polymeric materials,Schlumberger Technology Corporation
11048,068-215-026-460-394,PARTICULATE POROUS FRAMEWORKS,NEXEON LTD
11049,039-607-698-197-243,Application of hair-coloring compositions,APPLIMIND LTD
11050,079-519-998-224-806,High impact and high support bras,THE GAP INC
11051,048-110-679-909-607,ARTIFICIAL ENZYME-BACTERIA SYSTEM AND USES THEREOF,NAT UNIV SINGAPORE;;UNIV ZHEJIANG
11052,059-005-819-602-135,FIXATION DEVICE FOR IMPLANTATION,THE PROVOST FELLOWS FOUND SCHOLARS AND THE OTHER MEMBERS OF BOARD OF THE COLLEGE OF THE
11053,101-959-784-903-058,Sole Structure for an Article of Footwear,NIKE INC
11054,026-391-229-006-887,CANCER TREATMENT METHOD USING NANOMEDICINAL COMPOSITION,UNIV IMAM ABDULRAHMAN BIN FAISAL
11055,022-743-827-732-011,DENTAL RESTORATION MOLDS INCLUDING UNITARY MOLD BODY,SOLVENTUM INTELLECTUAL PROPERTIES COMPANY
11056,164-079-201-340-872,"REACTIVE GROUP-INCLUDING POLYCAPROLACTONE COMPOUND, NOVEL SILICONE ELASTOMER PARTICLES IN WHICH SAME IS USED, COSMETIC COMPOSITION, AND OTHER APPLICATION",DOW TORAY CO LTD
11057,115-979-244-587-660,Nitric Oxide Containing Foam Formulation for Topical Medical Use,NOXY HEALTH PRODUCTS INC
11058,127-827-112-527-060,"RAPID SETTING, WATER DURABLE BINDER COMPOSITION",UNITED STATES GYPSUM CO
11059,015-683-429-869-64X,Humanised anti-IL17BR antibody,LIFEARC
11060,098-689-392-888-326,Display device and electronic device including the same,SAMSUNG DISPLAY CO LTD
11061,021-525-245-593-144,BREATHABLE FILMS AND ARTICLES INCORPORATING SAME,DOW GLOBAL TECHNOLOGIES LLC
11062,043-002-783-671-192,Anti-SOST Antibody Pharmaceutical Composition and Use Thereof,JIANGSU HENGRUI PHARMACEUTICALS CO LTD;;SHANGHAI HENGRUI PHARMACEUTICAL CO LTD
11063,062-712-459-721-27X,Electrochemical FET sensor,QULAB MEDICAL LTD
11064,096-392-570-895-781,COMPOUND,LG CHEMICAL LTD
11065,199-015-527-072-019,"METHOD FOR GENERATING SPECTRAL DATA PERTAINING TO MICROPARTICLE SAMPLE, METHOD FOR ANALYZING MICROPARTICLES, METHOD FOR DISTINGUISHING MICROPARTICLES, METHOD FOR ASSESSING WHETHER CANCER-CELL-DERIVED EXOSOMES ARE PRESENT, SUBSTRATE FOR MEASURING SPECTRUM OF MICROPARTICLES, DEVICE FOR MEASURING SPECTRUM OF MICROPARTICLES, AND APPARATUS FOR MEASURING SPECTRUM OF MICROPARTICLES",UNIV HOKKAIDO NAT UNIV CORP;;UNIV OSAKA
11066,084-513-576-223-022,LATEX COMPOSITION AND DIP-MOLDED BODY,ZEON CORP
11067,129-312-303-835-20X,POLYOLEFIN AND FILM COMPRISING SAME,LG CHEMICAL LTD
11068,143-804-006-769-144,FACIAL AND BODY SUNSCREEN COMPOSITION,LOVE SUN BODY IP HOLDINGS LLC
11069,099-097-742-117-669,6'-METHOXYCINCHONAN-9-OLS FOR THE TREATMENT OF CORONAVIRAL INFECTIONS,IMMUNOLOGIK GMBH
11070,168-584-459-376-488,DETERGENT COMPOSITION WITH PEPTIDES AND PROTEINS,Henkel AG & Co. KGaA
11071,131-262-243-867-910,"COMPOUND, ALDEHYDE DEHYDROGENASE 2 ACTIVATOR, PHARMACEUTICAL COMPOSITION, AND TREATMENT AND/OR PREVENTATIVE DRUG",ALCHEMEDICINE INC
11072,056-702-823-979-503,DEFIBRILLATION ASSEMBLY ENERGIZABLE THROUGH MAGNET REMOVAL,BARDY TECH INC
11073,163-226-776-074-932,METHOD FOR PRODUCING POLYMER SOLUTION,MARUZEN PETROCHEM CO LTD
11074,006-014-680-694-443,POROUS MEMBRANE AND METHOD FOR MANUFACTURING POROUS MEMBRANE,KURARAY CO
11075,026-045-417-982-12X,Prosthetic foot with layers of fibrous material,OESSUR ICELAND EHF
11076,078-588-463-166-243,"FUNCTIONALIZED SILICON NANOPARTICLES, COMPOSITE MATERIALS INCLUDING THEM, AND PREPARATION AND USES THEREOF",ASPEN AEROGELS INC
11077,193-149-523-372-984,"Bipolar metal-air battery, air electrode manufacturing method, and collector manufacturing method",NIPPON TELEGRAPH & TELEPHONE
11078,051-460-469-381-929,ORAL CLEANSING DEVICE,PANASONIC IP MAN CO LTD
11079,123-007-134-816-577,"RADIATION DETECTOR, RADIOGRAPHIC PHOTOGRAPHY DEVICE, AND PRODUCTION METHOD FOR RADIATION DETECTOR",FUJIFILM CORP
11080,018-914-862-141-857,COSMETIC,IWASE COSFA CO LTD
11081,148-403-048-789-260,SYSTEMS FOR AND METHODS OF A CLOSED-LOOP DRUG DELIVERY SYSTEM,MASSACHUSETTS INST TECHNOLOGY;;BRIGHAM & WOMENS HOSPITAL INC
11082,011-706-346-377-598,BALSA-LIKE WOOD ALTERNATIVE PRODUCTS AND METHODS FOR PREPARING SAME,INCA RENEWABLE TECH INC
11083,153-271-844-319-592,TRANSCATHETER ARTIFICIAL CUSP FOR VALVE INSUFFICIENCY,CUSPA LTD
11084,093-168-653-462-206,Development of spinal cord on a microfluidic chip,EMULATE INC;;CEDARS SINAI MEDICAL CENTER
11085,192-123-078-988-104,Biodegradable elastic hydrogels for bioprinting,UNIV TEXAS;;UNIV NORTHEASTERN
11086,031-614-723-852-399,"END COVER, BATTERY CELL, BATTERY AND ELECTRIC DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
11087,042-446-952-748-359,SYSTEMS AND METHODS FOR PRODUCING A BUNDLE OF FILAMENTS AND/OR A YARN,ALADDIN MFG CORP
11088,142-474-126-049-293,DEFIBRILLATION ASSEMBLY ENERGIZABLE THROUGH CASE OPENING,BARDY TECH INC
11089,037-635-975-725-573,SILICA PARTICLE DISPERSION LIQUID,AGC INC;;AGC SI TECH CO LTD
11090,117-911-405-890-903,RELEASE COMPOSITION,LG CHEMICAL LTD
11091,136-562-360-002-218,Systems for medical device breathability,MEDTRONIC MINIMED INC
11092,088-477-963-457-400,"BUILDING PANELS, ASSEMBLIES, AND ASSOCIATED METHODS",GEORGIA PACIFIC GYPSUM LLC
11093,080-256-843-908-422,METHODS AND SYSTEMS FOR PREDICTING PHENOTYPE,"PIONEER HI-BRED INTERNATIONAL, INC."
11094,101-094-382-193-129,ALBUMIN NANOPARTICLES FOR THE TREATMENT OF CANCER AND OCULAR DISEASES,UNIV NAVARRA;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECN;;UNIV NACIONAL DE CORDOBA
11095,043-296-595-099-527,IMPROVED METHODS AND COMPOSITIONS FOR CAPTURING NON-CANONICAL CFNA FRAGMENTS,AQTUAL INC
11096,084-201-398-458-191,APPARATUS FOR FEEDING A LIQUID MEDIUM TO A FLUIDIC SYSTEM,FLUIGENT
11097,169-160-793-643-905,ALPHA-AMYLASE VARIANTS,DANISCO US INC.
11098,129-267-156-749-351,DEVICE AGNOSTIC PSA FOR AEROSOL GENERATION DEVICE,RAI STRATEGIC HOLDINGS INC
11099,190-544-062-563-630,EXPANDABLE INTERVERTEBRAL FUSION DEVICES,GLOBUS MEDICAL INC
11100,160-963-392-663-480,PHOTOCHROMIC ARTICLE,SDC TECH INC
11101,005-865-138-637-587,CD40L ANTAGONIST AND USES THEREOF,VIELA BIO INC
11102,062-636-182-580-088,ANTIFOULING PAINT COMPOSITION,JOTUN AS
11103,093-545-094-056-818,Manganese Bleach Catalyst Granules,NOVOZYMES AS
11104,187-977-499-983-561,METHODS FOR DETECTING AN INDIVIDUAL AS BEING AT RISK OF DEVELOPING A NEURODEGENERATIVE DISEASE,BRAIN BIOMARKER SOLUTIONS IN GOTHENBURG AB
11105,097-386-612-200-462,HIGH POTENCY EMULSIONS,VERTOSA INC
11106,109-625-480-279-285,MANUFACTURING METHOD OF ELECTROSTATIC CHARGE IMAGE DEVELOPING TONER,FUJIFILM BUSINESS INNOVATION CORP
11107,083-201-548-841-879,SURGICAL REPAIR GRAFT,TELA BIO INC
11108,192-776-471-980-473,"ROOFING MEMBRANE, AND ROOFING SYSTEM INCLUDING THE ROOFING MEMBRANE",BMIC LLC
11109,012-522-826-553-423,Honeycomb core splice adhesive with improved fire retardancy,ZEPHYROS INC
11110,149-473-814-285-716,"Core-shell structure, preparation, medicine for external application, tape agent and cosmetic product",SEKISUI CHEMICAL CO LTD
11111,072-855-521-168-577,"BATTERY AND RELATED APPARATUS THEREOF, AND PREPARATION METHOD AND PREPARATION DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
11112,099-765-775-931-721,IMAGE FORMING APPARATUS,CANON KK
11113,061-165-670-503-343,Indoor aerial vehicles with advanced safety features,AMAZON TECH INC
11114,154-409-992-886-72X,ASSAY STACK WITH SEPARATION MEMBRANE CONTAINING SOLUBLE POLYMER COATING TO CONTROL FLOW RATE,GOOGLE LLC
11115,194-150-704-946-670,INTRASCLERAL SHUNT PLACEMENT,AQUESYS INC
11116,128-046-056-459-765,Immunosuppressive materials and related methods,UNIV WASHINGTON
11117,047-588-295-652-714,Feminine hygiene article with improved wings having distal and proximal zones and adhesive deposits,THE PROCTER & GAMBLE COMPANY
11118,173-449-493-053-139,UNWANTED PHARMACEUTICAL FORMULATION DISPOSAL SYSTEM AND MAILER,VERDE ENVIRONMENTAL TECH INC
11119,195-987-602-638-387,Rotatable Mirror Device,WAYMO LLC
11120,003-233-449-593-317,"SOLID ELECTROLYTE COMPOSITION, ELECTRODE COMPOSITION, AND MANUFACTURING METHOD OF SOLID ELECTROLYTE COMPOSITION","Panasonic Intellectual Property Management Co., Ltd."
11121,010-456-063-763-274,"POLYETHYLENE COMPOSITION AND USE THEREOF, AND POLYOLEFIN MICROPOROUS BREATHABLE FILM PREPARED THEREFROM",CHINA PETROLEUM & CHEM CORP;;BEIJING RES INST CHEMICAL IND CHINA PETROLEUM & CHEMICAL CORP
11122,015-160-263-971-317,Absorbent articles comprising semi-hydrophilic compositions,PROCTER & GAMBLE
11123,138-778-705-160-840,Therapeutic APAC Molecule Comprising Heparin Conjugated to a Plasma Protein,APLAGON OY
11124,142-515-544-801-458,BATTERY SYSTEM,NYOBOLT LTD
11125,180-183-638-136-292,DENTAL RESTORATION MOLDS INCLUDING UNITARY MOLD BODY,SOLVENTUM INTELLECTUAL PROPERTIES COMPANY
11126,007-934-137-845-324,Composition and method for new antimicrobial agents with secondary mode of action provided by conjugation of an antimicrobial to a guanidinium-rich molecular transporter,UNIV LELAND STANFORD JUNIOR
11127,072-980-886-439-846,TREATMENT COMPOSITIONS WITH ESTERAMINES OR SALTS THEREOF,PROCTER & GAMBLE
11128,188-547-273-731-499,Functional soft materials and methods of making and using thereof,UNIV OF KANSAS
11129,060-376-991-762-390,DISINFECTANT COMPOSITIONS,ARCH UK BIOCIDES LTD
11130,124-566-740-045-992,"ELECTRODE DEVICE, METHOD OF FORMING THE SAME, AND SIGNAL COLLECTION PLATFORM",UNIV NANYANG TECH
11131,108-233-348-554-906,THREE-DIMENSIONAL MEMORY DEVICE WITH SOURCE CONTACT LAYER HAVING HORIZONTALLY AND VERTICALLY EXTENDING PORTIONS AND METHODS OF FORMING THE SAME,"SANDISK TECHNOLOGIES, INC."
11132,122-544-452-572-587,Composite electrolyte membrane,"Toray Industries, Inc."
11133,052-304-718-792-895,ELECTRODES WITH ARC MITIGATION,PULSE BIOSCIENCES INC
11134,193-730-887-100-241,Aerial vehicle safety apparatus and aerial vehicle,NIPPON KAYAKU KK
11135,082-010-907-901-995,SHEET THERMOCOMPRESSION APPARATUS AND MULTIFUNCTION DEVICE,CANON KK
11136,040-770-125-294-535,FLOW CELL INCLUDING A HETEROPOLYMER,ILLUMINA INC;;ILLUMINA CAMBRIDGE LTD
11137,129-047-075-047-169,"ELECTROPHOTOGRAPHIC PHOTOCONDUCTOR, ELECTROPHOTOGRAPHIC PHOTOCONDUCTOR CARTRIDGE, AND IMAGE FORMATION DEVICE",MITSUBISHI CHEM CORP
11138,136-557-556-084-298,METHODS OF TREATING CHRONIC GRAFT-VERSUS-HOST DISEASE USING AN ANTI-COLONY STIMULATING FACTOR 1 RECEPTOR ANTIBODY,INCYTE CORP
11139,111-837-954-684-693,ENCASEMENT STRUCTURES FOR IMPLANTABLE DEVICES,ELUTIA MED LLC
11140,193-437-338-261-584,SOLID-STATE SECONDARY BATTERY AND MANUFACTURING METHOD THEREOF,SEMICONDUCTOR ENERGY LAB
11141,022-468-749-308-632,PHARMACEUTICAL COMPOSITIONS COMPRISING A TARTRATE SALT OF N-[2-(3-FLUORO-5-METHANE-SULFONYLPHENOXY)ETHYL](PROPYL)AMINE,IRL 790 AB
11142,018-338-152-505-027,"IMAGE FORMING APPARATUS, PROCESS CARTRIDGE, CARTRIDGE SET, AND IMAGE FORMING METHOD",CANON KK
11143,042-582-827-962-168,SPATIAL BARCODES BY HYDROGEL LITHOGRAPHY,CELLANOME INC
11144,015-319-644-062-194,LOW CROSSTALK CARD EDGE CONNECTOR,AMPHENOL FCI ASIA PTE LTD
11145,149-710-483-165-811,METHOD OF FORMING A THIN FILM FROM A LEAD HALIDE PRECURSOR INK FOR PEROVSKITE MATERIAL DEVICES,CUBICPV INC
11146,013-733-068-924-438,DEFIBRILLATION ASSEMBLY ENERGIZABLE THROUGH ELECTRODE ENCLOSURE MANIPULATION,BARDY TECH INC
11147,007-458-059-481-435,METHOD AND KIT FOR IDENTIFYING MULTIFACTORIAL INTERACTION IN BIOLOGICAL SAMPLE,UNIV OSAKA
11148,050-563-942-075-691,"BASE MATERIAL FOR MANUFACTURING SENSOR FOR ANALYZING DETECTION TARGET, SENSOR FOR ANALYZING DETECTION TARGET, METHOD FOR ANALYZING DETECTION TARGET",UNIV KOBE NAT UNIV CORP
11149,106-933-142-258-612,A PROCESS AND SYSTEM INTEGRATING HYDROCRACKING WITH HYDROCARBON DEHYDROGENATION,NOVA CHEMICALS INTERNATIONAL SA
11150,194-454-619-744-882,"ROBOTIC CLEANING DEVICES AND SYSTEMS FOR SURGICAL INSTRUMENTS, AND METHODS THEREOF",BAYOU SURGICAL INC
11151,159-273-536-867-738,"Polyether derivatives, uses, and methods of making the same",P2 SCIENCE INC
11152,161-256-786-789-75X,"BATTERY CELL AND MANUFACTURING METHOD AND SYSTEM THEREFOR, BATTERY, AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
11153,167-530-789-986-22X,CAPTURING AND AMPLIFYING POLYNUCLEOTIDES USING PARTICLES,ILLUMINA INC
11154,010-656-693-799-446,Devices and methods for overlaying blood or cellular suspensions,KWON JAE GO
11155,068-921-908-406-232,"Global marketplace, authentication service, and exchange for asset tagging, weighing, measuring, authenticating, and management",RENKIS MARTIN A
11156,109-649-542-052-470,DEFIBRILLATION ASSEMBLY ENERGIZABLE THROUGH PAD REMOVAL,BARDY TECH INC
11157,064-622-107-842-784,Foldable display device and electronic device including the same,SAMSUNG DISPLAY CO LTD
11158,092-384-809-490-570,MONITORING SYSTEMS AND METHODS FOR INJECTION DEVICES,AMGEN INC
11159,193-595-815-489-228,ANTIBODY BINDING TO FCRN FOR TREATING AUTOIMMUNE DISEASES,HANALL BIOPHARMA CO LTD
11160,001-598-059-099-865,"Laminated glass for vehicles, and vehicle",SEKISUI CHEMICAL CO LTD
11161,103-633-940-201-262,Substrate,LG CHEMICAL LTD
11162,060-455-304-901-578,Eco-friendly materials and methods for renewable and sustainable applications in material chemistry,NDSU RES FOUNDATION
11163,054-201-306-906-930,INTERVENTIONAL SYSTEMS AND ASSOCIATED DEVICES AND METHODS,INTERVENE INC
11164,121-916-333-360-416,THERMOSENSITIVE RECORDING MEDIUM,OJI HOLDINGS CORP
11165,106-459-763-856-978,Surgical Tables,STERIS SOLUTIONS LTD
11166,164-964-416-011-197,TRANSCATHETER VALVE DELIVERY SYSTEM WITH IMPROVED LOADING AND DEPLOYMENT,MEDTRONIC INC
11167,177-692-966-789-839,Tacky finish and textile materials and articles treated therewith,Milliken & Company
11168,194-776-212-110-96X,SYSTEMS AND METHODS FOR CONTROLLING A CURING PHASE OF CARBONATED PRECAST CONCRETE PRODUCTS,CARBICRETE INC.
11169,077-662-522-448-918,Display device,SAMSUNG DISPLAY CO LTD
11170,139-779-174-848-195,"Assay apparatuses, methods and reagents",MESO SCALE TECHNOLOGIES LLC
11171,176-450-788-443-721,DENTAL CURABLE COMPOSITION AND DENTAL PROSTHESIS COMPRISING BASE MATERIAL AND RESIN LAYER,KURARAY NORITAKE DENTAL INC.
11172,089-315-407-731-194,DISPLAY DEVICE,SAMSUNG DISPLAY CO LTD
11173,046-298-727-138-750,DOSING REGIMEN OF HIV CAPSID INHIBITOR,"GILEAD SCIENCES, INC."
11174,156-585-919-128-709,"SOS1 PROTEIN DEGRADERS, PHARMACEUTICAL COMPOSITIONS, AND THERAPEUTIC APPLICATIONS",BIOTHERYX INC
11175,086-535-351-447-64X,NUCLEIC ACID VACCINES,MODERNATX INC
11176,141-188-561-779-561,PROCESSABLE COMPOSITIONS AND USE FOR THE SAME,RIPPLE THERAPEUTICS CORP
11177,086-693-989-990-127,"PH20 POLYPEPTIDE VARIANTS, FORMULATIONS AND USES THEREOF",HALOZYME INC
11178,063-969-056-488-485,Methods and compositions for manipulating nucleic acids,LIFE TECH CORPORATION
11179,012-223-461-086-42X,BICYCLOPENTANE DERIVATIVES,ICAGEN LLC;;HOFFMANN LA ROCHE
11180,080-829-384-588-92X,FOREHEAD COOLING SYSTEMS,RESMED PTY LTD
11181,135-173-799-445-028,ANTIBODY TARGETING CD22 AND CD79B,"Janssen Biotech, Inc."
11182,010-356-113-453-429,ARCHITECTURAL GLAZING,PILKINGTON GROUP LTD
11183,199-747-480-310-991,Thermal management system,DENSO CORP
11184,199-945-503-813-960,COSMETIC COMPOSITIONS AND METHODS OF USING THE SAME,MARY KAY INC
11185,052-397-473-608-134,CONJUGATES OF ANTIMICROBIAL AGENT AND A LINKER MOIETY SUITABLE FOR COVALENT ATTACHMENT TO MATERIALS AND SUBSTRATES,AMICOAT AS
11186,165-406-719-574-982,"ANTIBODY AGAINST PRE-T CELL RECEPTOR ALPHA, ANTIBODY-DRUG CONJUGATES AND CAR-T CELLS, FOR THE TREATMENT AND/OR PREVENTION OF LEUKEMIA",CONSEJO SUPERIOR INVESTIGACION
11187,071-563-766-932-384,FLEXIBLE END EFFECTORS WITH AN APERTURE,INNERWAVE HEALTH LLC
11188,087-928-031-518-924,Bioabsorbable textiles and methods for joint function restoration,Anika Therapeutics S.r.l.
11189,199-200-948-652-964,DEVICE FOR UNATTENDED TREATMENT OF A PATIENT,BTL HEALTHCARE TECH A S
11190,086-738-713-631-517,CONTROLLED-RELEASE NICOTINE CHEWING GUM,ALTRIA CLIENT SERVICES LLC
11191,128-687-701-635-363,CONTROLLED-RELEASE NICOTINE CHEWING GUM,ALTRIA CLIENT SERVICES LLC
11192,076-403-006-313-619,ANTIMICROBIAL COMPOSITIONS INCLUDING COPPER(I) SALTS AND ADDITIVES,CORNING INC
11193,083-432-064-470-643,METHODS FOR ISOLATING SURFACE MARKER DISPLAYING AGENTS,MESO SCALE TECHNOLOGIES LLC
11194,028-664-852-403-968,MULTIPLE ELECTRODE HEART VALVE SLITTING DEVICE,KONINKLIJKE PHILIPS NV
11195,030-741-550-222-828,SYSTEMS AND METHODS FOR GENERATING LIQUID WATER FROM AIR,UNIV ARIZONA STATE
11196,072-821-526-703-537,TISSUE-ENGINEERED POROUS CERAMIC TEMPLATE AND USES THEREOF,OSTEOGENE BIO INC
11197,198-942-761-978-899,"POLYESTER-BASED PRESSURE-SENSITIVE ADHESIVE COMPOSITION, POLYESTER-BASED PRESSURE-SENSITIVE ADHESIVE, PRESSURE-SENSITIVE ADHESIVE SHEET, DECORATIVE FILM, FILM FOR ELECTRONIC MEMBER, AND DECORATIVE MOLDED OBJECT",MITSUBISHI CHEM CORP
11198,054-025-331-938-934,NOVEL ESTERASES AND USES THEREOF,CARBIOS
11199,144-880-499-208-601,ANTIMICROBIAL EXTRACTANT FORMED FROM COPPER-CONTAINING SOURCE,CORNING INC
11200,094-838-263-168-614,AN INHALABLE FORMULATION OF FLUTICASONE PROPIONATE AND ALBUTEROL SULFATE FOR THE TREATMENT OF ASTHMA,NORTON WATERFORD LTD
11201,056-985-484-037-900,FOULING SENSORS FOR WATER FILTRATION MEMBRANES AND METHODS OF USING THE SAME,B G NEGEV TECH AND APPLICATIONS LTD
11202,134-671-313-462-385,ENHANCED SEPTUM RETENTION FOR IMPLANTED OCULAR DELIVERY SYSTEMS,GENENTECH INC;;HORVATH JOSHUA DAVID;;LOHMAN BROOKE LYNNE
11203,101-283-928-826-358,CLEANING COMPOSITIONS COMPRISING ESTERAMINES,PROCTER & GAMBLE
11204,164-143-193-341-851,Vaso-occlusive device and delivery assembly,STRYKER CORP;;STRYKER EUROPEAN OPERATIONS HOLDINGS LLC
11205,009-511-822-833-135,"METHOD FOR PREPARING LITHIUM IRON PHOSPHATE FROM FERRIC HYDROXYPHOSPHATE, AND USE THEREOF",HUBEI RT ADVANCED MAT GROUP COMPANY LIMITED
11206,039-050-492-413-144,A NOVEL AND IMPROVED METHOD OF DIFFERENTIATING INFECTION FROM INFLAMMATION,ABACUSLABS LTD.
11207,045-178-929-385-896,PDE9 inhibitors for treating sickle cell disease,CARDURION PHARMACEUTICALS INC
11208,073-966-609-891-653,PROCESS OF EXTRACTING OIL FROM THIN STILLAGE,NOVOZYMES AS
11209,096-845-435-110-899,INCREMENTAL DOSE FINDING IN CONTROLLED-RELEASE PTH COMPOUNDS,ASCENDIS PHARMA BONE DISEASES AS
11210,083-457-942-978-741,"SECONDARY BATTERY BINDER COMPOSITION, NONAQUEOUS SECONDARY BATTERY COMPOSITION, SHEET FOR ALL-SOLID-STATE SECONDARY BATTERY AND ALL-SOLID-STATE SECONDARY BATTERY, AND SHEET FOR ALL-SOLID-STATE SECONDARY BATTERY AND METHOD FOR PRODUCING ALL-SOLID-STATE SECONDARY BATTERY",FUJIFILM CORP
11211,119-565-000-898-847,COMPOSITIONS AND METHODS OF MAKING POLYMERIZING NUCLEIC ACIDS,The Regents of the University of California
11212,114-542-566-391-582,Compositions and methods for the removal of biofilms,RES INST NATIONWIDE CHILDRENS HOSPITAL
11213,073-991-611-406-041,INHIBITORS OF ULK1 AND METHODS OF USE,H LEE MOFFITT CANCER CT & RES
11214,161-221-806-198-544,Synthesis and Applications of Porosity-based Semiconductor Heterojunctions,UNIV CHICAGO
11215,003-087-701-104-819,"ENLARGED OPENING FILTER BAGS, SUPPORT ASSEMBLIES, AND FILTER BAG ASSEMBLIES",DONALDSON CO INC
11216,179-531-009-013-073,Aqueous inks for manufacturing decorative panels,AGFA NV
11217,011-651-106-288-566,ULTRASONIC URINARY BLADDER DRUG DELIVERY,VENSICA MEDICAL LTD
11218,061-616-579-280-898,Cosmetic compositions and methods,MARY KAY INC.
11219,114-969-254-523-796,POLYESTER RESIN CLOSURES FOR CONTAINERS,ORIGIN MAT OPERATING INC
11220,109-843-090-793-68X,DENDRIMER CONJUGATES AND METHODS OF USE THEREOF,ASHVATTHA THERAPEUTICS INC
11221,049-783-857-501-341,VEHICULAR GLAZING,SHANGHAI YAOHUA PILKINGTON GLASS GROUP CO LTD;;SYP KANQIAO AUTOGLASS COMPANY LTD;;PILKINGTON GROUP LTD
11222,043-702-546-684-341,Semiconductor Device and Electronic Device,SEMICONDUCTOR ENERGY LAB
11223,019-689-829-534-69X,"PRESSURE-SENSITIVE ADHESIVE COMPOSITION, PRODUCTION METHOD THEREFOR, PRESSURE-SENSITIVE ADHESIVE LAYER, AND PRESSURE-SENSITIVE ADHESIVE SHEET",NIPPON CARBIDE IND CO INC
11224,101-386-857-742-748,"METHOD FOR PRODUCING SOLID CATALYST COMPONENT FOR OLEFIN POLYMERIZATION, METHOD FOR PRODUCING CATALYST FOR OLEFIN POLYMERIZATION, AND METHOD FOR PRODUCING OLEFIN POLYMER","Sumitomo Chemical Company, Limited"
11225,042-629-250-468-805,"MULTILAYER STRUCTURE, PACKAGE COMPONENT AND OPTICAL SEMICONDUCTOR DEVICE",Panasonic Holdings Corporation
11226,039-600-838-514-684,"PROCESSES AND SYSTEMS FOR CULTURING ALGAE OR REDUCING PATHOGENIC MICROBES FROM AN AQUEOUS MEDIUM, AS WELL AS CONCENTRATES AND USES RELATED THERETO",NESTE OYJ
11227,192-791-602-184-967,METHOD FOR MANUFACTURING BUMPER REINFORCEMENT,RESONAC CORPORATION
11228,119-425-417-371-472,"FINE-PARTICLE SORTING APPARATUS, FINE-PARTICLE SORTING METHOD, PROGRAM, AND FINE PARTICLE-SORTING SYSTEM",SONY GROUP CORP
11229,124-106-505-009-003,INTERPENETRATING POLYMER NETWORK AND COMPOSITIONS AND METHODS OF USE THEREOF,BOARD OF REGENTS THE UNIV OF TEXAS SYSTEM
11230,017-754-331-479-705,CARRIER,JANI INT PTE LTD
11231,016-035-257-087-473,PESTICIDALLY ACTIVE QUINAZOLINE COMPOUNDS,SYNGENTA CROP PROTECTION AG
